Customer ID,Recency,Frequency,Monetary,TotalQuantity,AverageQuantity,MaxQuantity,MinQuantity,AveragePrice,MaxPrice,MinPrice,AverageOrderValue,RevenueStd,TotalProducts,UniqueProducts,ProductDiversity,AverageBasketSize,MaxBasketSize,ActiveMonths,CustomerLifetime,AvgPurchaseGap,WeekendRatio,MorningRatio,AfternoonRatio,EveningRatio,Country,FrequencyPerMonth,RevenuePerProduct,CustomerValue
12346.0,326,12,77556.46,74285,2184.8529411764707,74215,1,6.1000000000000005,7.49,1.0,6463.038333333334,13234.943417912516,34,27,0.7941176470588235,6190.416666666667,74215,5,400,11.969696969696969,0.0,0.23529411764705882,0.7647058823529411,0.0,38,2.4,2281.0723529411766,930677.52
12347.0,2,8,4921.53,2967,13.364864864864865,240,2,2.4980630630630634,12.75,0.25,615.19125,21.467716170162955,222,126,0.5675675675675675,370.875,676,8,402,1.8054298642533937,0.18018018018018017,0.2072072072072072,0.7927927927927928,0.0,16,1.0,22.169054054054055,39372.24
12348.0,75,5,2019.4,2714,53.21568627450981,144,1,3.7862745098039214,40.0,0.29,403.88,44.20554915747258,51,25,0.49019607843137253,542.8,1254,5,362,7.24,0.058823529411764705,0.21568627450980393,0.45098039215686275,0.3333333333333333,12,1.0,39.596078431372554,10097.0
12349.0,19,4,4428.69,1624,9.28,48,1,8.459657142857143,300.0,0.42,1107.1725,33.761403029624454,175,138,0.7885714285714286,406.0,631,4,570,3.2701149425287355,0.0,0.7371428571428571,0.26285714285714284,0.0,18,1.0,25.3068,17714.76
12350.0,310,1,334.4,197,11.588235294117647,24,1,3.841176470588235,40.0,0.85,334.4,7.275538185065964,17,17,1.0,197.0,197,1,0,0.0,0.0,0.0,1.0,0.0,26,1.0,19.670588235294115,334.4
12351.0,375,1,300.93,261,12.428571428571429,25,1,2.355238095238095,12.75,0.42,300.93,4.014716677425693,21,21,1.0,261.0,261,1,0,0.0,0.0,0.0,1.0,0.0,39,1.0,14.33,300.93
12352.0,36,10,2849.84,724,7.029126213592233,24,1,13.676796116504855,376.5,0.65,284.98400000000004,47.1512621230674,103,70,0.6796116504854369,72.4,127,5,356,3.4607843137254903,0.0,0.17475728155339806,0.8252427184466019,0.0,26,2.0,27.668349514563108,28498.4
12353.0,204,2,406.76,212,8.833333333333334,12,2,2.6283333333333334,9.95,0.42,203.38,8.799588758506875,24,23,0.9583333333333334,106.0,192,2,204,8.869565217391305,0.0,0.0,1.0,0.0,2,1.0,16.948333333333334,813.52
12354.0,232,1,1079.4,530,9.137931034482758,32,1,4.5037931034482765,16.95,0.42,1079.4,8.679742086377074,58,58,1.0,530.0,530,1,0,0.0,0.0,0.0,1.0,0.0,32,1.0,18.610344827586207,1079.4
12355.0,214,2,947.61,543,15.514285714285714,96,2,3.069428571428572,12.75,0.42,473.805,22.11047493874355,35,35,1.0,271.5,303,2,353,10.382352941176471,0.0,0.6285714285714286,0.37142857142857144,0.0,2,1.0,27.074571428571428,1895.22
12356.0,23,6,6371.73,3416,24.056338028169016,120,1,3.157042253521127,28.0,0.36,1061.955,59.99596948907961,142,104,0.7323943661971831,569.3333333333334,1216,5,401,2.8297872340425534,0.0,0.528169014084507,0.47183098591549294,0.0,28,1.2,44.87133802816901,38230.38
12357.0,33,3,18287.66,6587,22.25337837837838,96,1,6.196993243243243,850.0,0.39,6095.886666666666,79.29144301502787,296,261,0.8817567567567568,2195.6666666666665,3878,2,355,1.2033898305084745,0.44256756756756754,0.5540540540540541,0.44594594594594594,0.0,34,1.5,61.78263513513514,54862.979999999996
12358.0,2,5,3887.07,1079,14.012987012987013,60,1,5.3680519480519475,40.0,0.39,777.414,67.27612726107326,77,56,0.7272727272727273,215.8,309,5,730,9.578947368421053,0.0,0.7662337662337663,0.23376623376623376,0.0,1,1.0,50.48142857142857,19435.350000000002
12359.0,58,10,8873.39,2739,7.566298342541437,200,1,7.393646408839779,145.0,0.29,887.3389999999999,27.438672955873358,362,305,0.8425414364640884,273.9,644,8,676,1.8670360110803323,0.17403314917127072,0.2292817679558011,0.7707182320441989,0.0,7,1.25,24.5121270718232,88733.9
12360.0,52,8,4252.89,2459,11.331797235023041,120,1,3.2079723502304147,40.0,0.12,531.61125,20.009866392415713,217,160,0.7373271889400922,307.375,655,7,603,2.7777777777777777,0.0,0.7511520737327189,0.2488479262672811,0.0,1,1.1428571428571428,19.59857142857143,34023.12
12361.0,287,4,511.25,235,8.10344827586207,20,1,3.8706896551724137,15.0,1.65,127.8125,3.838561794506675,29,18,0.6206896551724138,58.75,91,4,394,14.035714285714286,0.20689655172413793,0.0,1.0,0.0,3,1.0,17.629310344827587,2045.0
12362.0,3,11,5356.23,2230,8.352059925093632,36,1,4.413071161048689,130.0,0.12,486.92999999999995,11.775568076080406,267,201,0.7528089887640449,202.72727272727272,340,9,735,2.744360902255639,0.0,0.37453183520599254,0.6254681647940075,0.0,3,1.2222222222222223,20.06078651685393,58918.53
12363.0,110,2,552.0,408,17.73913043478261,36,2,2.3117391304347827,7.95,0.55,276.0,15.751238912311859,23,23,1.0,204.0,282,2,132,6.0,0.0,0.30434782608695654,0.6956521739130435,0.0,39,1.0,24.0,1104.0
12364.0,8,4,1313.1,1506,17.71764705882353,180,1,1.910235294117647,15.0,0.36,328.275,8.910810071730502,85,70,0.8235294117647058,376.5,555,4,104,1.2261904761904763,0.25882352941176473,0.3176470588235294,0.6823529411764706,0.0,3,1.0,15.448235294117646,5252.4
12365.0,291,2,641.38,174,7.909090909090909,12,1,17.150454545454547,320.69,0.42,320.69,65.1966351414414,22,22,1.0,87.0,173,1,0,0.0,0.0,0.0,1.0,0.0,7,2.0,29.153636363636362,1282.76
12366.0,634,1,500.24,296,98.66666666666667,104,96,1.6900000000000002,1.69,1.69,500.24,7.80577563944373,3,3,1.0,296.0,296,1,0,0.0,0.0,1.0,0.0,0.0,7,1.0,166.74666666666667,500.24
12367.0,4,1,168.9,173,15.727272727272727,60,1,3.2,18.0,0.21,168.9,5.648958069655612,11,11,1.0,173.0,173,1,0,0.0,0.0,0.0,1.0,0.0,9,1.0,15.354545454545455,168.9
12368.0,628,1,917.6999999999999,330,18.333333333333332,50,6,4.391666666666667,14.95,0.85,917.6999999999999,29.271814389392723,18,18,1.0,330.0,330,1,0,0.0,1.0,0.0,1.0,0.0,7,1.0,50.98333333333333,917.6999999999999
12369.0,413,3,1791.15,1241,13.344086021505376,88,1,3.148924731182796,40.0,0.42,597.0500000000001,24.548899224928196,93,90,0.967741935483871,413.6666666666667,946,3,228,2.467391304347826,0.0,0.0967741935483871,0.9032258064516129,0.0,1,1.0,19.25967741935484,5373.450000000001
12370.0,51,7,4316.56,2604,12.955223880597014,288,1,3.424179104477612,40.0,0.21,616.6514285714286,21.748020069543657,201,168,0.835820895522388,372.0,1005,5,617,3.08,0.0,0.19900497512437812,0.8009950248756219,0.0,7,1.4,21.47542288557214,30215.920000000002
12371.0,45,5,4067.38,1436,8.598802395209582,36,1,3.9876047904191623,40.0,0.39,813.476,33.320323813581346,167,134,0.8023952095808383,287.2,593,3,600,3.602409638554217,0.0,0.3772455089820359,0.41916167664670656,0.20359281437125748,34,1.6666666666666667,24.35556886227545,20336.9
12372.0,72,3,1298.04,794,15.26923076923077,36,2,3.001346153846154,18.0,0.42,432.68,16.38258168926466,52,34,0.6538461538461539,264.6666666666667,368,3,224,4.392156862745098,0.0,0.36538461538461536,0.6346153846153846,0.0,9,1.0,24.962307692307693,3894.12
12373.0,311,3,1127.65,516,10.117647058823529,30,1,4.627450980392157,40.0,0.85,375.8833333333334,15.199579973556805,51,36,0.7058823529411765,172.0,208,3,362,7.22,0.0,0.0,1.0,0.0,1,1.0,22.110784313725492,3382.9500000000003
12374.0,25,4,2989.2200000000003,1362,16.40963855421687,40,2,3.47855421686747,40.0,0.42,747.3050000000001,28.829568000001416,83,79,0.9518072289156626,340.5,798,3,563,6.853658536585366,0.0,0.1566265060240964,0.8433734939759037,0.0,1,1.3333333333333333,36.01469879518073,11956.880000000001
